n_I,n_II,n_III,n_IV,n_V,n_s,m_R,m_NR,n_c,n_v,dm_R,dm_NR,Time (s)
100.94604281388833,650995.7434658934,703639.8183223375,704460.3120959427,704494.0404778513,704494.4640510158,3141026.18836744,327168.3304368841,9.194348484172805,2.2951118712137447e-08,288.79689373763256,0.030080996430217125,154.0
101.60884619430566,646966.2053765801,704496.7764187859,705414.1838331994,705452.1391051552,705452.6263176989,3140725.2202932965,327168.299086547,9.97948224855812,2.6555255304012497e-08,313.4281158351575,0.0326497023302515,155.0
102.2141666653624,642597.8795438631,705423.5602737569,706448.8621515782,706491.5536181761,706492.1137139788,3140398.739790887,327168.2650753068,10.821398198567318,3.070424509166667e-08,339.8350526555618,0.0354041807431432,156.0
102.75635002822179,637867.0401685294,706424.7214880424,707570.0942809875,707618.0903645462,707618.7338864233,3140044.931046914,327168.2282131402,11.72272152418331,3.547722683229906e-08,368.0987230008636,0.03835302030903096,157.0
103.22937602649297,632748.9803405236,707504.9376013178,708783.8813117394,708837.8163166109,708838.5552865535,3139661.897882289,327168.18830148975,12.685951038878573,4.0964339009971676e-08,398.2959711516729,0.041504396182713045,158.0
103.62686503871475,627218.1188551217,708668.9793184018,710096.4555052673,710157.0369679413,710157.8850871659,3139247.6708689765,327168.1451339872,13.713404066148279,4.7268194872235307e-08,430.4977177434114,0.044865889717946104,159.0
103.94208136024308,621248.0957315791,709921.6759025368,711514.2613737559,711582.2783051362,711583.2511829521,3138800.2132318104,327168.0984970419,14.807151578848579,5.450554165578435e-08,464.7669053304566,0.04844427626209362,160.0
104.16794481357546,614811.9154305483,711267.8697056537,713043.925642449,713120.2576636905,713121.3730764472,3138317.4302382125,327168.04817079357,15.968945459427347,6.280910319752175e-08,501.1561987784421,0.052245287173067013,161.0
104.29705441718826,607882.1214121478,712712.3618982139,714692.22033167,714777.8478210677,714779.126005623,3137797.180727638,327167.99393028545,17.200134849080623,7.232967266235897e-08,539.7053463758037,0.05627333613904101,162.0
104.32171215954783,600431.0112216361,714259.8474778977,716466.0167742418,716562.0321320719,716563.4961182073,3137237.2914618175,327167.93554693164,18.501572610892943,8.323846566812357e-08,580.4382354558193,0.06053121315477498,163.0
104.2339636726498,592430.8965052142,715914.8383203241,718372.2295939962,718479.8497497723,718481.5257367358,3136635.574591303,327167.87279030704,19.873511983023608,9.572974852911267e-08,623.359646780184,0.0650197464035851,164.0
104.02564722581843,583854.4117966874,717681.5733091806,720417.7497713505,720538.330066263,720540.2478491163,3135989.8485011905,327167.8054302911,21.315491760543658,1.1002382129725862e-07,668.4516577687568,0.06973742660964521,165.0
103.68845627406598,574674.877156153,719563.9141785672,722609.3656575229,722744.4152519918,722746.6087042814,3135297.962378553,327167.73323960043,22.82621348124632,1.2637032898161424e-07,715.6698061656945,0.07468000523102568,166.0
103.21401705918838,564866.721563803,721565.2251883424,724953.6703995047,725104.8693810276,725107.3770015116,3134557.8249639375,327167.6559967595,24.403409585571527,1.4505198662344785e-07,764.9389847225319,0.07984006312440288,167.0
102.59398140475544,554405.9626762362,723688.2378984075,727456.9567230338,727626.1750748984,727629.040605805,3133767.437174292,327167.57348948007,26.043704144240344,1.6638877338845812e-07,816.1491199062156,0.0852065548954903,168.0
101.82013731631496,543270.7530106476,725934.8981588974,730125.0968663965,730314.4155051579,730317.6886315694,3132924.929260721,327167.48551851907,27.742469437355265,1.9074262503806952e-07,869.1507409954396,0.09076433967893888,169.0
100.88453852187587,531441.9919156779,728306.1950199045,732963.4079128724,733175.1420409365,733178.8791826078,3132028.6023910022,327167.39190200553,29.493682697530392,2.1852266136856804e-07,923.7505779850981,0.09649371245736325,170.0
99.77965586587626,518904.0104846247,730801.9718714512,735976.5003406382,736213.2252341477,736217.4904379897,3131076.9753293195,327167.2924803131,31.289785158119898,2.5019110108293285e-07,979.7072587159029,0.10236994292472773,171.0
98.49854299990999,505645.29327635845,733420.7232719355,739168.1194190474,739432.6991138125,739437.5650656329,3130068.833119641,327167.1871211504,33.12155128310052,2.862697650083937e-07,1036.7273537580681,0.10836284766380927,172.0
97.0350296613686,491659.28667712177,736159.3722777766,742540.9662290723,742836.5851545832,742842.1343182938,3129003.2819340806,327167.07572531526,34.9779732064889,3.2734749212696e-07,1094.4619295850612,0.11443641208765401,173.0
95.38393292113625,476945.2500419355,739013.0319014261,746096.5101366028,746426.7082097488,746433.0341165918,3127879.806277027,327166.9582327128,36.84617088050112,3.740883413126884e-07,1152.5039383575208,0.1205484964949631,174.0
93.54128284500787,461509.11909668427,741974.7636976611,749834.7982682699,750203.5095495065,750210.7182474005,3126698.3268491947,327166.8346284668,38.7113357138883,4.272407535619346e-07,1210.3866860671203,0.12665065169752757,175.0
91.50456863130636,445364.41506367247,745035.3205460162,753754.2555019148,754165.8509240034,754174.0626127644,3125459.2609877894,327166.7049493235,40.556720590756555,4.8764780423369e-07,1267.5837796567425,0.13268808639228202,176.0
89.27299653805964,428533.1444785407,748182.8893601793,757851.4869510652,758310.8214372024,758320.172309999,3124163.58192982,327166.56928996375,42.36368680763595,5.562587218243972e-07,1323.51087520697,0.1385998207532875,177.0
86.84775309859982,411046.6596743796,751402.8403472253,762121.0899810757,762633.5543098398,762644.198623202,3122812.8747043954,327166.42780898977,44.1118251897951,6.341416233180349e-07,1377.5297562940182,0.14431908271479876,178.0
84.23226366904156,392946.45062357234,754677.4898232716,766555.4824668943,767127.0602661286,767139.1726636918,3121409.3865301413,327166.2807343678,45.779157995818075,7.224977111225457e-07,1428.9549347559291,0.14977396856642794,179.0
81.43245232006711,374284.846142958,757985.8810184521,771144.7525112128,771782.0828645768,771795.8609859252,3119956.070048851,327166.12836815126,47.34244237144723,8.226773298757905e-07,1477.063404477347,0.15488843578158706,180.0
78.45697212887785,355125.55734397034,761303.5997904285,775876.5448479245,776586.9909296473,776602.6583341485,3118456.614712502,327165.9710899889,48.77758517032359,9.361976356989786e-07,1521.1078312409804,0.1595836601967356,181.0
75.31740252216694,335543.99328755983,764602.643793979,780735.9995855425,781527.7236086426,781545.5330408708,3116915.4615314733,327165.8093589103,50.06017232304501,1.0647623887516148e-06,1560.3332512062893,0.16377976794715543,182.0
72.02840845395,315627.371553891,767851.33521616,785705.7391075033,786587.7843247638,786608.0213695548,3115337.8023980013,327165.64371350995,51.166132386224845,1.210283959849087e-06,1593.997864253069,0.1673980063846992,183.0
68.60783047606519,295474.48630269826,771014.3149953441,790765.9335225655,791748.3136002594,791771.3007602408,3113729.554761272,327165.47476954904,52.07252060316299,1.374907920279791e-06,1621.3974639298388,0.17036330925580945,184.0
65.07669577979841,275195.1066887789,774052.6246346522,795894.4509923345,796988.2471711213,797014.348405634,3112097.30979383,327165.3032147656,52.75842184650997,1.5610406105896231e-06,1641.893426974917,0.1726072508054595,185.0
61.45913286559491,254908.9672332238,776923.8843305872,801067.1018556772,802284.5684440146,802314.1942170775,3110448.251367075,327165.1298005961,53.20595598789125,1.7713788618742275e-06,1654.9437276484991,0.17407133496943245,186.0
57.78218015187201,234744.3141234098,779582.5767904278,806257.9846355873,807612.6634162804,807646.2763057648,3108790.043475814,327164.95533054235,53.40135673495553,2.0089445335318588e-06,1660.1360612572987,0.17471052490782082,187.0
54.07546699303003,214835.96342933064,781980.4496159925,811439.943474386,812946.7875097104,812984.9084285875,3107130.6833609142,327164.78064487514,53.336083058563986,2.2771216530495314e-06,1657.2218020155042,0.1744968791431193,188.0
50.37076302464246,195322.88139127762,784067.0346346865,816585.1344318673,818260.6418298002,818303.85691645,3105478.3212741194,327164.60660175525,53.00791133984657,2.5796981581975814e-06,1646.149195219141,0.17342312460281625,189.0
46.701390831760364,176345.3001523686,785790.2820316342,821665.6972402977,823528.0555558398,823577.0237995019,3103841.0480529875,327164.43405488,52.421940306229054,2.9209120891844613e-06,1627.0937014105716,0.1715059443234613,190.0
43.10150723750824,158041.4284123027,787097.2969087946,826654.5183128433,828723.7603041009,828779.2219763749,3102226.6550222766,327164.2638281171,51.59143203773566,3.3055026884321803e-06,1600.4831563823382,0.16878872882464124,191.0
39.605258019810705,140543.8163924339,787935.1654431866,831526.0708329815,833824.2425027628,833887.0284819388,3100642.3706271574,327164.0966875836,50.538407147409835,3.7387670695296056e-06,1567.0152654526532,0.16534352322411658,192.0
36.24584804530001,123975.57245602454,788251.8272532731,836257.2855804057,838808.6272239814,838879.6692861471,3099094.5882397364,327163.9333126926,49.29390876890779,4.226622625921339e-06,1527.6648589890542,0.16127189081192903,193.0
33.05453483302824,108446.4906714378,787996.9777278047,840828.4388833081,843659.5806986094,843739.9229035643,3097588.5890005236,327163.77426658437,47.897852315701115,4.775676125320848e-06,1483.6784077074808,0.15670442142868235,194.0
30.059608802420335,94049.36199984462,787122.9421775405,845223.9932091491,848364.1665252639,848454.9777971946,3096128.2797456,327163.61996806756,46.3984012552139,5.393299704604431e-06,1436.5540226125152,0.1517986891538671,195.0
27.28540483858146,80856.63583769179,785585.4806047624,849433.3518286033,852914.6178011226,853017.2058544665,3094715.95748391,327163.47066630766,44.85082480918209,6.087714735710139e-06,1388.0056324329107,0.1467355150681855,196.0
24.75140158913807,68917.6807467682,783344.4674711667,853451.4690517568,857308.9667190394,857424.7934862456,3093352.1182849137,327163.3264201729,43.31583537814822,6.868083963911257e-06,1339.9113112227542,0.1417135278898358,197.0
22.471481708534746,58256.84967034351,780364.399608801,857279.2677613989,861551.4837517283,861682.1824993632,3092035.325129922,327163.18708380125,41.857448114343214,7.744612887918518e-06,1294.2470818934207,0.13694216128283374,198.0
20.453399682417977,48872.538936553865,776614.6898760529,860923.8194822175,865652.8820127787,865800.2763614557,3090762.148206179,327163.05229984625,40.54044600370366,8.72866125167727e-06,1253.0087597964373,0.13263336056168792,199.0
18.698515227002048,40737.377779899325,772069.7167541557,864398.2543417519,869630.2544255353,869796.3795149795,3089527.187415924,327162.9215014536,39.427595651409575,9.832865413323712e-06,1218.1262869947175,0.12899247381093165,200.0
17.20182649356268,33799.6194879592,766708.6171160523,867721.3828158022,873506.7260932783,873693.8521813193,3088323.182379873,327162.79392354644,38.57679357649132,1.1071272940088597e-05,1191.3760590416111,0.1262089156709682,201.0
15.952317308291304,27985.703722870505,760514.8325996558,870917.0351629234,877310.8278133342,877521.4866132104,3087141.2079547183,327162.6686232227,38.0383610884815,1.245949035328835e-05,1174.2979199931253,0.12444731723761362,202.0
14.933610306702793,23203.880896101713,753475.441472453,874013.1414507667,881075.6141311927,881312.6282487564,3085970.9479985046,327162.54450849857,37.852711431831864,1.4014845584201954e-05,1168.1236778160403,0.12383989388584045,203.0
14.124885843856019,19348.671640605055,745580.3349541537,877040.6028809468,884837.5766370657,885104.0924931058,3084801.031698238,327162.4203737358,38.04859600039104,1.5756566518241355e-05,1173.7234819667576,0.12448070759310376,204.0
13.502010591932414,16305.87483839591,736821.3135728948,880032.0179612711,888635.4162943766,888934.9409674241,3083619.4127885923,327162.29493966594,38.642101001153144,1.7705977258383914e-05,1191.5753279809335,0.12642238444827625,205.0
13.038783641797849,13957.754405255842,727191.1980779895,883020.3467364549,892508.7579914182,892845.2004503745,3082413.766010458,327162.1668952878,39.636480489109815,1.9886713907478136e-05,1221.7603309583703,0.12967556844919964,206.0
12.70821303351616,12188.03962016958,716683.0506067019,886037.5945056009,896496.888808475,896874.6060539326,3081171.875684519,327162.03493896814,41.02283788994507,2.2324961826630574e-05,1263.9841436726401,0.13421115123045838,207.0
12.483717160400657,10886.36476307449,705289.6020491634,889113.5992879566,900637.6041298648,901061.4527992334,3079881.9904608354,327161.8978159941,42.78155541864744,2.5049716053956262e-05,1317.6214205779445,0.13996494862284825,208.0
12.340165989521044,9951.861862952235,693002.9619578454,892274.986533494,904966.2250959552,905441.6191422669,3078533.1246623946,327161.7543504967,44.88428247203983,2.809306800838764e-05,1381.7775036687833,0.14684420596315798,209.0
12.254692651987469,9295.701496835141,679814.6661382929,895544.3364742787,909514.832782416,910047.807894479,3077115.2922257297,327161.60347025696,47.29624851605713,3.149051933490224e-05,1455.3600957366789,0.15473516502641013,210.0
12.207233977841724,8842.499919773574,665716.086263046,898939.5816403938,914311.7364955547,914909.0219825892,3075619.667876722,327161.44422382605,49.978600486187936,3.528132675377457e-05,1537.1516662827273,0.1635107111534686,211.0
12.180794902645205,8530.636860361757,650699.1915948095,902473.6242854756,919381.1658081436,920050.2647289333,3074038.6787524596,327161.2757902941,52.890509628298645,3.950887991916963e-05,1625.8747233631943,0.17303726607193018,212.0
12.16145806642589,8311.633686653653,634757.6302833416,906154.138145543,924743.1510168887,925492.4294469174,3072366.03734206,327161.09748286044,55.990831723465845,4.422111523166263e-05,1720.2432978971087,0.18318021955627245,213.0
12.138188817017282,8148.824137382992,617888.0656556331,909983.5042196916,930413.5412177527,931252.327588677,3070596.7314123926,327160.9087478667,59.239201768303296,4.947096990169721e-05,1818.9969932123133,0.1938075108401634,214.0
12.102499306353748,8015.585005668148,600091.6965089785,913958.821203117,936404.1005582465,937342.79611243,3068726.989192797,327160.70916123077,62.596521590379496,5.5316877007234796e-05,1920.916352339872,0.2047912239453485,215.0
12.048040642351351,7893.394156689988,581375.8826745828,918071.9336985433,942722.6254329752,943772.8269315272,3066754.237388427,327160.4984241529,66.02493943477234,6.182331052117231e-05,2024.822627849023,0.21600752093904627,216.0
11.97018518140045,7769.940120190579,561755.8005176072,922309.4335853759,949373.0372844074,950547.6731919802,3064677.0658945516,327160.27635957376,69.48743843755864,6.906137982512244e-05,2129.565589473455,0.2273352956275055,217.0
11.865646510880008,7637.44411379026,541256.0623560904,926652.6064416907,956355.4218970648,957668.9033582626,3062495.2080531204,327160.0429103314,72.94722714623373,7.710948217137643e-05,2234.005335761033,0.23865417963351518,218.0
11.732168094079231,7491.2876939714315,519912.24143751926,931077.3132888575,963666.0041246961,965134.3921315549,3060209.539733966,327159.7981393784,76.367114698623,8.605401774539394e-05,2336.993729226841,0.24984249829288258,219.0
11.568293176781486,7328.972022125493,497772.2546538358,935553.8151046383,971297.064110656,972938.254372958,3057822.09526178,327159.54223185446,79.7090322276965,9.599017160029538e-05,2437.360399377837,0.2607757049535732,220.0
11.373213038303938,7149.382961633251,474897.55608798075,940046.5636844516,979236.8161688047,981070.7432722319,3055336.0935927224,327159.2754983191,82.93380991833324,0.0001070227737509987,2533.9066282264166,0.27132565167197215,221.0
11.146682598728596,6952.311828369624,451364.0773307756,944513.9965111323,987469.2836123804,989518.1458572875,3052755.9646089203,327158.9983780639,86.00128370100525,0.00011926723962637955,2625.409317822677,0.2813609383484859,222.0
10.888987027439564,6738.166405738992,427262.90947344265,948908.3546597896,995974.191384818,998262.6985130514,3050087.368611629,327158.71144175547,88.87076236016819,0.00013285060133918372,2710.635897136348,0.29074844098599084,223.0
10.60094079609683,6507.810697244166,402700.6042931252,953175.5875963757,1004726.929166029,1007282.5743117305,3047337.1933067366,327158.4153917207,91.50184106360611,0.00014791263808434425,2788.3696352916854,0.29935597327794455,224.0
10.283904248893286,6262.484135588414,377799.03739062254,957255.3793093972,1013698.6163821915,1016551.9735517523,3044513.5189899313,327158.1110588457,93.85553957783233,0.00016460711611521214,2857.444590768051,0.3070560104069236,225.0
9.939807005559604,6003.765066430895,352694.87071207014,961081.2872606986,1022856.2706210364,1026041.3212823605,3041625.5509208795,327157.7993959524,95.8957503269533,0.00018310313713457857,2916.7896441919047,0.31373042648389726,226.0
9.571164033896288,5733.549806385645,327538.3528691322,964581.1042811228,1032163.1600352956,1035717.648709811,3038683.496100868,327157.48146515636,97.59090382451048,0.00020358662475850425,2965.478688211071,0.31927594309135143,227.0
9.181080974569303,5454.036228909044,302491.57693024725,967677.397083358,1041579.3110448619,1045545.132992928,3035698.3925462086,327157.15842002246,98.91583120824711,0.00022626193674295855,3002.786297962479,0.323610222608447,228.0
8.773240761471508,5167.700972142479,277726.05839912745,970288.2770240994,1051062.2123690874,1055485.8354442574,3032681.8794379006,327156.83148121263,99.85372098527628,0.0002513536255739274,3028.245702264954,0.3266782696915206,229.0
8.351867535438023,4877.265732667577,253419.63109238617,972328.407769704,1060567.7165831944,1065500.6394316007,3029645.9083753703,327156.5019055848,100.39808296815427,0.0002791083557288977,3041.706412731996,0.32845885621888027,230.0
7.921665244383117,4585.65086425125,229752.71844235397,973710.233228069,1070051.122321024,1075550.3714455264,3026602.4012974333,327156.1709492783,100.5545900318154,0.00030979697934483774,3043.3876365177143,0.3289705464618319,231.0
7.4877282128395,4295.914684140542,206903.99169236107,974345.4277111606,1079468.4320226845,1085597.100572805,3023562.85690616,327155.83982494124,100.34266344569579,0.00034371678735060956,3033.9235015744125,0.3282768832984804,232.0
7.055423645196934,4011.1794104765168,185045.55106731504,974146.5258814016,1088777.7439974723,1095605.575879611,3020537.918261396,327155.5096544187,99.7966370790519,0.00038119393965406186,3014.395264122475,0.32649019665394285,233.0
6.630247707989825,3734.5450250506915,164337.79188853223,973028.6852362042,1097940.7284907138,1105544.751520692,3017536.9169056993,327155.1814185422,98.96633791893615,0.00042258608280117127,2986.3457820135422,0.3237735023619831,234.0
6.217658128518465,3468.9938548221394,144924.16246777336,970911.5169159439,1106924.123973043,1115389.336998607,3014567.41241908,327154.8559060597,97.91692509825539,0.00046828516309371543,2951.771715254806,0.3203399752128418,235.0
5.822890812954116,3217.2902154627013,126926.10345060437,967720.8940965419,1115701.1649636228,1125121.284458918,3011634.7537462977,327154.5336645836,96.72785363002197,0.0005187204441261333,2913.0896564745917,0.31644955846705936,236.0
5.450767965396604,2981.8799716665008,110438.45627670172,963390.647288462,1124252.8527288598,1134731.125792504,3008741.688178732,327154.21495640266,95.49088332732553,0.0005743617357268774,2873.074015079358,0.31240244970444625,237.0
5.105508422288196,2764.795847258291,95525.65121646102,957864.054348318,1132568.9714247726,1144219.061780737,3005888.0468674637,327153.8997223529,94.30709955913154,0.0006357228541692602,2834.7658329953338,0.3085293539227407,238.0
4.790553019604738,2567.5756470959545,82219.00676845654,951095.0060557887,1140648.7505642914,1153595.709836234,3003070.5341835776,327153.58755677234,93.28301881785139,0.0007033653109243565,2801.3548515158172,0.30517874264385986,239.0
4.5084178541311655,2391.1993489734973,70515.40819540148,943048.7813384557,1148501.085913522,1162882.4174450543,3000282.6481274436,327153.27769660123,92.52594267576471,0.0007779022736248985,2776.039803117314,0.30270165418344264,240.0
4.260587860831158,2236.0513954336284,60377.56351373351,933702.3569523533,1156144.2583620306,1172111.0874235993,2997514.7471681633,327152.9690263505,92.13881949510238,0.0008600028037781142,2761.8747022323487,0.3014348836040573,241.0
4.047461957585003,2101.9127278942046,51735.94280071213,923044.2232947124,1163605.1153595136,1181323.4781902228,2994754.2737592845,327152.66010014224,92.21497479989488,0.0009503964116092152,2761.611898865899,0.3016837430685319,242.0
3.868356446780654,1987.9847673614481,44492.36273553659,911073.7212115993,1170917.7226203906,1190569.9885190781,2991986.1311026253,327152.3491804971,92.83312257676171,0.001049877966727962,2777.5541525662106,0.30370574132748634,243.0
3.7215701592453847,1892.9455228112542,38525.04835917753,897799.9562410744,1178121.5337165212,1199907.9750586331,2989193.19812861,327152.03429227544,94.05311181058076,0.0011593130006056873,2811.429220870177,0.3076966686035033,244.0
3.604508133127873,1815.034446754527,33694.84318451668,883240.398056191,1185259.1747873616,1209399.6998901407,2986356.95310725,327151.71328857885,95.91280236346206,0.0012796434606643632,2864.2986423012644,0.3137803761951547,245.0
3.5138555287212254,1752.1602080277742,29852.137619078425,867419.307443506,1192373.971618545,1219110.0355964017,2983458.1674201144,327151.3839244301,98.42641534034802,0.0014118939546702237,2936.5109273704575,0.32200337993315614,246.0
3.445787571860097,1702.0227849095793,26843.98489389042,850366.1635339899,1199507.3787729798,1229104.086865316,2980477.6216638475,327151.04393301735,101.58451537540984,0.001557178549011164,3027.7037478397606,0.3323348025249498,247.0
3.3961974988559653,1662.2398203433722,24520.857737144946,832114.2687365091,1206696.4762008048,1239444.893221331,2977396.794728648,327150.69109910773,105.35563082202687,0.001716708164881645,3136.855175161176,0.3446716743460854,248.0
3.360923749019019,1630.466781835931,22742.536900053357,812699.6949734184,1213971.6887602087,1250191.3672506814,2974198.4796841852,327150.3233245682,109.68931059612366,0.0018917986190760201,3262.3778081259743,0.3588489342677084,249.0
3.3359548794811484,1604.5012412880112,21382.718183236113,792160.6996643398,1221354.8579574067,1261396.595976917,2970867.2884406187,327149.9386818073,114.520228229005,0.0020838793615985734,3402.2439991030487,0.3746528564294556,250.0
3.317598896769618,1582.3640094544855,20332.091083832755,770537.6843852557,1228857.7457774407,1273106.5839995635,2967390.0219542915,327149.53545254923,119.7728468913115,0.0022945029404576895,3554.1275076633688,0.39183631220321863,251.0
3.3026044149706726,1562.3527451883112,19499.81222930845,747873.7058648178,1236481.0034304147,1285359.4689566065,2963755.897247095,327149.1121509297,125.36609262094176,0.0025253552413064674,3715.544963201417,0.41013405894772315,252.0
3.2882305827407277,1543.0674507758815,18813.489105893044,724215.4852735074,1244213.5797331226,1298185.1826266143,2959956.639659502,327148.6675317627,131.21754902717763,0.0027782665429039112,3883.9825548284066,0.42927646321024904,253.0
3.272267787090107,1523.4103300031977,18217.929251550584,699614.8078435545,1252032.5056633144,1311605.4919298282,2955986.460437711,327148.20058610704,137.24679299545517,0.0030552234369565496,4056.996618330628,0.4490004136467708,254.0
3.2530179211354406,1502.565502634106,17673.02515742112,674130.158196027,1259902.9611132366,1325634.3223924767,2951841.949194793,327147.7105273046,143.37770075554027,0.003358381671320987,4232.283116693018,0.46905686542844,255.0
3.2292458029616453,1479.9652818589739,17151.165261471007,647828.429514706,1267778.5231370144,1340278.2606767234,2947521.9123908496,327147.19677083916,149.53973418621104,0.0036900799932558874,4407.716432869601,0.48921504844875363,256.0
3.2001149187009643,1455.2501429281078,16634.54533449464,620786.5384129719,1275601.5057593049,1355537.1412034978,2943027.1864008536,327146.6589111016,155.66839668813583,0.004052855070639331,4581.363235166164,0.5092639587457163,257.0
3.165119543290639,1428.228421010135,16112.664133576402,593092.804881995,1283303.3292308042,1371404.649558794,2938360.4453542945,327146.0966972327,161.70515525685047,0.004449457582243204,4751.480320166045,0.5290121035809863,258.0
3.1240221260402086,1398.840193473833,15580.193266395203,564847.979976731,1290804.8891956576,1387868.9058964383,2933526.0148277036,327145.5100092174,167.5971689628204,0.004882869587658705,4916.506551639079,0.5482866131644287,259.0
3.0768019185663578,1367.1278556549594,15035.305202844413,536165.838485409,1298016.9286581886,1404913.023189704,2928529.693125753,327144.89883437107,173.29712272239396,0.005356323246706442,5075.057696257884,0.5669326968130517,260.0
3.023616172262683,1333.2139070309074,14478.449454727259,507173.27916867664,1304840.4477947657,1422515.66491409,2923378.57312503,327144.26324338146,178.76338626427966,0.005873321026947905,5225.930530642685,0.5848141629431979,261.0
2.9647733652409483,1297.2852634208314,13911.517580130827,478009.8985642776,1311167.1984788114,1440651.6388274408,2918080.8542857035,327143.6033646644,183.9606005724555,0.006437657416328344,5368.11906473382,0.6018153374840084,262.0
2.90071560217476,1259.5825243747227,13337.304940782478,448827.0146874949,1316880.3220980458,1459292.572638063,2912645.631906334,327142.9193554949,188.86071090182833,0.007053442267453494,5500.843246469352,0.6178444431597826,263.0
2.8320067103049587,1220.392414559074,12759.177456334532,419786.1321742187,1321855.182652352,1478407.7108499715,2907082.652825586,327142.21136858553,193.44436514456316,0.007725125777273728,5623.587581986181,0.6328381739018453,264.0
2.7593227896739627,1180.0417154654076,12180.864107761949,391056.8383404944,1325960.4432477073,1497964.867042984,2901402.028356267,327141.479512896,197.70254947914177,0.00845752513217408,5736.145780699872,0.6467670454007797,265.0
2.6834424867263884,1138.891448960235,11606.318695460897,362814.15815800027,1329059.4063752024,1517931.5397130733,2895613.903083697,327140.72380839696,201.63831475676136,0.009255852828764375,5838.667076040449,0.6596410423703228,266.0
2.605234830620254,1097.3303265582847,11039.611221772037,335235.36517779663,1331011.6462210144,1538276.204375479,2889728.0767130195,327139.9441341722,205.2684154810512,0.010125746650903635,5931.699034779871,0.6715149797298114,267.0
2.5256433636014837,1055.7669572980574,10484.828187710222,308496.30451677914,1331674.9256187826,1558969.761551591,2883753.585906538,327139.14017042826,208.6246747368764,0.011073301145198583,6016.221538810525,0.68249296711757,268.0
2.4456661860978763,1014.620691299786,9945.97236797953,282767.36448873417,1330907.345029886,1579987.0836764998,2877698.263414371,327138.3113362881,211.7549351673393,0.012105100660828927,6093.66809200475,0.6927315190776856,269.0
2.3663312498530487,974.3109347612098,9426.856322518961,258209.11797855087,1328569.7279550976,1601308.6462420283,2871568.2792079793,327137.4567233966,214.72339541625064,0.01322825377827822,6165.928910811374,0.7024406547548447,270.0
2.2886677415977763,935.2452590756724,8930.992708758175,234967.85169639313,1324528.146255611,1622922.146622454,2865367.6919052918,327136.5750284834,217.61017416331785,0.014450428966056781,6235.331624774547,0.7118824706713958,271.0
2.213673744515128,897.8066011084628,8461.483850949391,213171.14133556874,1318656.5190072102,1644824.037304142,2859098.031486268,327135.66448695626,220.50998038562983,0.015779891476021164,6304.596508436299,0.7213667895945871,272.0
2.1422816334599206,862.3400865357788,8020.9155268431305,192923.68790774813,1310839.1888484354,1667020.876386295,2852757.940771973,327134.7228104354,223.5297704519994,0.017225541331938894,6376.763276558778,0.7312434949669508,273.0
2.075322726372486,829.1400524800072,7611.260665530791,174303.6480362659,1300973.37058967,1689530.3907453287,2846342.90483323,327133.74713133165,226.78534950558915,0.01879695243725888,6455.088704853581,0.7418914117825207,274.0
2.0134924834849732,798.4380225521506,7233.798956430254,157359.69337657004,1288971.3637255577,1712382.1469996427,2839845.0970456307,327132.73395756586,230.39693436667886,0.02050441291110243,6542.91604435557,0.7537037903481352,275.0
1.9573189188845426,770.3923520027327,6889.058204079767,142109.02172491423,1274762.4251049657,1735617.7313909861,2833253.368365879,327131.67914031475,234.48376928748942,0.022358966845523565,6643.519291609072,0.7670706917816659,276.0
1.907135870233515,745.0802834478189,6576.78288344575,128536.5169299854,1258294.2092623678,1759290.350600542,2826553.402859265,327130.5778572914,239.15799334967514,0.02437245790286804,6759.9283992351775,0.7823589256366948,277.0
1.863063196280558,722.493150655405,6295.933918989875,116595.1943735515,1239533.7103734917,1783463.7926248633,2819728.0543633928,327129.42461320973,244.518029422846,0.02655757532124253,6894.743473612525,0.7998904227265151,278.0
1.8249960496942776,702.5352000500665,6044.722178975477,106207.99812812357,1218467.6719186998,1808210.7179145317,2812757.8700128454,327128.2132581252,250.64186243582563,0.02892790314969349,7049.948711210455,0.8199202462632045,279.0
1.7926040501630218,685.0263876545247,5820.675774934592,97270.91859464173,1195102.4745859408,1833610.2938881689,2805621.7939225226,327126.9370229577,257.58060805596915,0.0314979737089102,7226.737676536424,0.8426155534986017,280.0
1.7653414748565714,669.7092602656435,5620.739630722868,89657.333646778,1169463.5486463725,1859745.2106757062,2798298.03718662,327125.5885706482,265.35283926810627,0.034283326581393464,7425.363292858385,0.8680370372447188,281.0
1.7424681269185767,656.2596146461306,5441.401903601855,83223.31852188378,1141594.4162970397,1886698.1958931356,2790765.07741453,327124.16005924204,273.94007590721606,0.03730057448272702,7645.02397146144,0.8961241723771307,282.0
1.7230800180332024,644.3004511136143,5278.841046815449,77813.65018419763,1111555.4933677248,1914548.1439744153,2783002.7521389765,327122.6432129026,283.28381506682473,0.04056747765553325,7883.796369674021,0.9266855036409479,283.0
1.70614817776305,633.4183670050882,5129.084179722276,73268.10788732342,1079422.8227731953,1943366.0415820866,2774993.3917967305,327121.02939511026,293.2843573540007,0.04410302842582006,8138.621535747028,0.9593948088312408,284.0
1.6905629488437899,623.1813420136232,4988.167066827955,69427.6726489758,1045286.90983495,1973210.8728140737,2766722.9381973078,327119.30967834085,303.80153340148854,0.047927547622604254,8405.346711214139,0.9937934788551634,285.0
